,mutual_info
BCUT2D_LOGPHI,0.10328311135413015
BCUT2D_CHGLO,0.0884838286209988
BCUT2D_MWLOW,0.08794364956179201
Chi1v,0.08723928383417556
BCUT2D_CHGHI,0.08520078435851342
SMR_VSA5,0.08313947194315463
BCUT2D_MWHI,0.08063467719623052
MaxPartialCharge,0.08042726218549379
MinPartialCharge,0.07335478052640787
Chi1n,0.07310015487586452
HallKierAlpha,0.07188097051730091
SlogP_VSA6,0.0710970949954084
VSA_EState2,0.07034867017234903
qed,0.07015205257600865
MaxAbsPartialCharge,0.0681269660149102
TPSA,0.06562595087203915
SlogP_VSA2,0.06485764311984243
Chi2n,0.06470147670502513
VSA_EState4,0.0625432605442362
SMR_VSA1,0.06225026416946511
PEOE_VSA1,0.061321547601730364
EState_VSA8,0.061204196521818854
BCUT2D_LOGPLOW,0.059776750386065336
BCUT2D_MRHI,0.05950594811137555
SlogP_VSA5,0.0581046817433204
PEOE_VSA2,0.054645958091224855
ExactMolWt,0.05437881228717112
SMR_VSA7,0.05425415412167167
BCUT2D_MRLOW,0.05310593332937841
EState_VSA3,0.05285043472464701
VSA_EState1,0.05238775321308897
NOCount,0.05158977005984622
PEOE_VSA8,0.05148905114715241
MinAbsPartialCharge,0.051407709187803796
EState_VSA9,0.05021470581551579
VSA_EState5,0.04967695021378549
SMR_VSA6,0.04936574604192301
NumAliphaticHeterocycles,0.048998237763703045
FractionCSP3,0.048732710437769944
VSA_EState6,0.04845610905843101
EState_VSA4,0.047272521924111466
SMR_VSA4,0.047025692207369074
MaxEStateIndex,0.046411053176350414
fr_C_S,0.046305342842233754
MaxAbsEStateIndex,0.045047736085714885
MolWt_x_TPSA,0.04502888416339479
EState_Delta,0.04423631180762344
Kappa1,0.04343216178905762
PEOE_VSA6,0.040833962032317705
Chi0,0.04000277111403627
EState_VSA10,0.03948009929945662
Chi0n,0.03879156304167819
PEOE_VSA10,0.03878311227941822
AvgIpc,0.03829853380433579
VSA_EState9,0.03737881487278627
MolMR,0.03656794828925225
fr_C_O,0.036232776059857974
Chi2v,0.036048510971995906
BertzCT,0.03592456779360509
MinEStateIndex,0.03451874265741406
LabuteASA,0.03370489081514938
Ipc,0.03344836495258563
SlogP_VSA1,0.03282661046995994
MolWt,0.03261697175157274
fr_bicyclic,0.03260696038454203
EState_VSA7,0.03222739657764495
Chi1,0.03162294398824361
SlogP_VSA11,0.03153701278234533
PEOE_VSA7,0.0314158754024676
EState_VSA2,0.031074399692911925
SMR_VSA10,0.03008173712907536
VSA_EState7,0.029945052674170247
VSA_EState3,0.02879307328127645
BalabanJ,0.027473285281463422
fr_nitro_arom,0.026209421055429782
SlogP_VSA7,0.026105685804743928
SMR_VSA3,0.026099463798219036
HeavyAtomMolWt,0.026004370709876046
MinAbsEStateIndex,0.025961120763257073
FpDensityMorgan3,0.02534753504452114
EState_VSA5,0.025126133846404608
PEOE_VSA11,0.02486545078407243
NumValenceElectrons,0.024641544385793024
fr_amidine,0.024561031433223413
Kappa3,0.02424458608910629
EState_VSA6,0.024107893980969797
VSA_EState8,0.023798764070363854
SPS,0.023793089859973415
fr_ether,0.02305706273596675
fr_nitro_arom_nonortho,0.022793256092663805
MolLogP,0.02277307492588454
Chi4n,0.022748279370996993
PEOE_VSA13,0.022403713608240006
FpDensityMorgan1,0.02185977492600788
PEOE_VSA12,0.02148789148175756
Kappa2,0.021469117929044046
Chi0v,0.020981307016753048
fr_unbrch_alkane,0.020804794185835362
fr_guanido,0.02071832640389437
fr_benzene,0.020326353557758026
SlogP_VSA4,0.020300047548982292
NumAromaticHeterocycles,0.020078806275560135
fr_aniline,0.019919823158067285
SlogP_VSA3,0.01982089984768165
HeavyAtomCount,0.019755624627958213
fr_quatN,0.017752101683228494
EState_VSA1,0.017699184455241213
fr_Al_OH_noTert,0.017515856169837862
PEOE_VSA9,0.017454924472575906
fr_imide,0.017401541898158346
NumRotatableBonds,0.016840295323239607
fr_Ndealkylation1,0.0162884341520948
FpDensityMorgan2,0.016072046636598225
SMR_VSA9,0.01593702493577509
NumAliphaticCarbocycles,0.015817341437927235
SlogP_VSA10,0.01517369795617296
fr_aryl_methyl,0.014956089795239658
fr_hdrzine,0.014668005851804278
fr_ester,0.013707633758257787
fr_allylic_oxid,0.013650622782491073
NumAromaticRings,0.013442507008678772
